Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H01,Total income,Financial performance,"23,082",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H04,Sales of goods and services,Financial performance,"2,342",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,"16,095",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,18,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H07,Non-operating income,Financial performance,"4,627",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H08,Total expenditure,Financial performance,"10,062",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H09,Interest and donations,Financial performance,"3,742",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H10,Indirect taxes,Financial performance,49,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H11,Depreciation,Financial performance,152,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H12,Salaries and wages paid,Financial performance,440,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,2,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,353",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H20,Non-operating expenses,Financial performance,"3,323",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H21,Opening stocks,Financial performance,125,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H22,Closing stocks,Financial performance,110,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H23,Surplus before income tax,Financial performance,"13,005",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H24,Total assets,Financial position,"408,336",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H25,Current assets,Financial position,"85,549",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H26,Fixed tangible assets,Financial position,"23,852",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H27,Additions to fixed assets,Financial position,"4,918",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H28,Disposals of fixed assets,Financial position,"2,233",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H29,Other assets,Financial position,"298,935",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H30,Total equity and liabilities,Financial position,"408,336",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"238,837",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H32,Current liabilities,Financial position,"63,523",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars (millions),H33,Other liabilities,Financial position,"105,976",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars,H34,Total income per employee count,Financial ratios,"5,222,600",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Dollars,H35,Surplus per employee count,Financial ratios,"2,942,600",ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H36,Current ratio,Financial ratios,135,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H37,Quick ratio,Financial ratios,135,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H39,Return on equity,Financial ratios,5,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group K624
2020,Level 4,KK112,Financial Asset Investing,Percentage,H41,Liabilities structure,Financial ratios,58,ANZSIC06 group K624
2020,Level 3,KK11,Finance,Dollars (millions),H01,Total income,Financial performance,"54,477","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H04,Sales of goods and services,Financial performance,"5,587","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,"42,604","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,20,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H07,Non-operating income,Financial performance,"6,266","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H08,Total expenditure,Financial performance,"34,112","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H09,Interest and donations,Financial performance,"17,694","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H11,Depreciation,Financial performance,960,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H12,Salaries and wages paid,Financial performance,"3,638","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H13,Redundancy and severance,Financial performance,66,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,C,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"5,748","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H20,Non-operating expenses,Financial performance,"5,862","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H21,Opening stocks,Financial performance,130,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H22,Closing stocks,Financial performance,113,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H23,Surplus before income tax,Financial performance,"20,347","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H24,Total assets,Financial position,"1,275,149","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H25,Current assets,Financial position,"344,198","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H26,Fixed tangible assets,Financial position,"24,840","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H27,Additions to fixed assets,Financial position,"5,214","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H28,Disposals of fixed assets,Financial position,"2,283","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H29,Other assets,Financial position,"906,111","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H30,Total equity and liabilities,Financial position,"1,275,149","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"297,487","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H32,Current liabilities,Financial position,"567,936","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars (millions),H33,Other liabilities,Financial position,"409,726","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars,H34,Total income per employee count,Financial ratios,"1,516,600","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Dollars,H35,Surplus per employee count,Financial ratios,"566,400","ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Percentage,H36,Current ratio,Financial ratios,61,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Percentage,H37,Quick ratio,Financial ratios,61,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Percentage,H39,Return on equity,Financial ratios,7,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Percentage,H40,Return on total assets,Financial ratios,2,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 3,KK11,Finance,Percentage,H41,Liabilities structure,Financial ratios,23,"ANZSIC06 groups K621, K622, K623, and K624"
2020,Level 4,KK121,Life Insurance,Dollars (millions),H01,Total income,Financial performance,"3,838",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,"2,453",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,226,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H07,Non-operating income,Financial performance,"1,159",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H08,Total expenditure,Financial performance,"3,337",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H09,Interest and donations,Financial performance,4,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,1,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H11,Depreciation,Financial performance,24,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,117,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,282,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,049",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,860,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,501,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H24,Total assets,Financial position,"16,859",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,"16,859",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"4,335",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars,H34,Total income per employee count,Financial ratios,"3,682,100",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Dollars,H35,Surplus per employee count,Financial ratios,"480,200",ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 group K631
2020,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,26,ANZSIC06 group K631
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H01,Total income,Financial performance,"7,340",ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,"7,075",ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,196,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H07,Non-operating income,Financial performance,68,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H08,Total expenditure,Financial performance,"6,445",ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H09,Interest and donations,Financial performance,11,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,9,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H11,Depreciation,Financial performance,108,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,758,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,C,ANZSIC06 group K632
2020,Level 4,KK122,Health and General Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,122,ANZSIC06 group K632
